id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes
cross_model_human-2bb759f165d9e9d4,monkey.org update Domain Security Update Domain: monkey.org To: [EMAIL] You are strongly advised to update your mail today to avoid being suspended from monkey.org database. Click here to update for freeThanks monkey.org,phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,security|suspended,,unknown,unknown,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.912848592,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
cross_model_human-4c2aa864a1a7dc3e,"Your are required to upgrade your Email Account Now Dear [EMAIL], We have have upgraded our servers from version 18.04 to Version 20.Your are required to upgrade your Email [EMAIL] to continue receiving incoming messages in your email server. Please upgrade your Email with the link below to avoid your Mailbox being deleted from our servers because all older version servers will be deleted after 24 hours. UPGRADE EMAIL SERVER HERE Failure to review your account may cause login interruption. monkey.org Copyright © 2022 All Rights Reserved.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|login,,unknown,unknown,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.938735153,phishing,enter_credentials,generic_bank_alert,,yes,url_like_pattern;,,,,,
cross_model_human-1b45c900a3dad3aa,"Attn:My Dear Friend, Attn:My Dear Friend, With God mercy, I eventually concluded the deal with another foreigner fellow. In respective of the fact that our earlier collaboration in the project did not quite work out then due to circumstances which wasn't your fault nor mine,I quite appeciated your support to me in pursuit of this course in the past. For this singular reason, I provided the sum of U.S$900,000.00 in certified bank draft for you and left it with my attorney in Benin for you shortly before I jetted out of the country with my wife and children to pursue investment with my share of the proceeds. In order to get this amount released to you as per my standing instruction, do get in touch with my attorney in person of BARR.MICHAEL RHODES on his private email address ( [EMAIL] ) Upon receipt of this allotted sum from my attortney, do notify me in writing because it is my wish that you enjoy the fruit of our labour as am doing at this moment with my family. I will be expecting your earliest response confirming you have received and cashed the draft thus strengthening our existing relationship for more fruitful cooperation in future. Till then,I remain; Yours Sincerely, Mr.Aminu Martins ************** Registrati ad Alice Basic e scarica Alice Messenger, il nuovo instant messenger che ti fa chattare GRATIS con i tuoi amici! Per maggiori informazioni vai su: hxxp://adsl[.]alice[.]it/servizi/alicebasic[.]html?pmk=psmail_foot01",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank,,unknown,unknown,TRUE,hxxp://adsl[.]alice[.]it/servizi/alicebasic[.]html?pmk=psmail_foot01,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.844979128,phishing,unknown,fake_support,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-64b2d51ad995c3b1,"FW: Information rgearding the position Good day Henna!!. To Prospective Employee You have been contacted as a potential employee who has registered on one of DoubleClick Inc websties. My name is James Klint , projcet coordinator and your direct supervisor at WC AG Inc. I will try to explain about our company and the entry level position available in a nutshell. WC AG Inc.. currently offers a secure, fast, and inexpensive means to transfer funds and goods internationally . WC AG Inc. hedaquarters are located in Voigtstrasse 3 ,10247 Berlin,Germany. There are 15-25 openings for a representative (depending on client activity) to assist in creation our virtual local presence fort he back office functions. Person, who is accepted for this position, will perform these tasks: · Responsible for processing the applications · Process work requests necessary to maintain an effective payments transfer program; · Managing cash and balancing receipts; · Making collections; · Posting payments; · Making bank deposits; · Operating within prescribed budgets; · Consult with Senior Manager in developing payment schedules; · Coordinate the assignments; · Operate a computer and modern software to operate and maintain a computerized operations program; · Perform related duties and responsibilities as required You will be compensated for the time spent on each project at a $21.00 per hour rate. You will be paid every two weeks via corporate check! Also you will receive 3% commission from the transaction amount! You must have a bank account to receive wages from us. Dependant on your work results, you might be hired on a full time basis within 1-2 months. Please remember that no self respecting company will ask you for any upfront fees or any kind of payment to begin employment! Please note that while is no prior experience requirmeents, good communications skills and responsible personality is a plus! If you are interested please email me James Klint at [EMAIL] with 'Interested' in a subject line to receive further information. Please note that at this time we ar eaccepting applications from US, Canada and EU residents only, please DO NOT apply if you are not. Your information will be used only within WC AG Inc.. vEery employee, who satisfies our requirements, will be contacted by our manager via e-mail. Phone interviews will be mandatory before full time employment! Sincerely, Human Resource Manager James Klint Voigtstrasse 3 10247 Berlin Germany Customer service: Fax: [PHONE] Clint Thompson",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|payment|transaction|transfer,,transfer_money,financial_transfer,FALSE,,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.949760835,phishing,click_link,payment_failed,bank,no,brand_or_payment_mention;,,,,,
cross_model_human-bc6a03b7cdbeb339,"PLEASE REPLY TO: [EMAIL] DEAR FRIEND, I AM MR. ADAMA J.K KAMBORE, THE BILL AND EXCHANGE MANAGER AT THE FOREIGN EXCHANGE DEPARTMENT OF INTERNATIONAL BANK OF BURKINA (IBB) OUAGADOUGOU IN BURKINA FASO. WITH DUE RESPECT AND REGARDS, I HAVE DECIDED TO CONTACT YOU ON A BUSINESS TRANSACTION THAT WILL BE VERY BENEFICIAL TO BOTH OF US AT THE END OF THE TRANSACTION.DURING MY INVESTIGATION AND AUDITING IN MY DEPARTMENT, I CAME ACROSS A VERY HUGE SUM OF MONEY BELONGING TO A DECEASED PERSON, A FOREIGNER WHO DIED IN A PLANE CRASH WITH HIS INTIRE FAMILY. REPLY ONLY TO MY PRIVATE E-MAIL [EMAIL] ------------------------------------ THE FUND HAS BEEN IN HIS ACCOUNT WITH THE BANK WITHOUT ANY CLAIM OF THE FUND IN OUR CUSTODY EITHER FROM HIS FAMILY OR RELATION BEFORE OUR DISCOVERY TO THIS DEVELOPMENT. ALTHOUGH PERSONALLY, I KEPT THIS INFORMATION SECRET WITHIN MYSELF TO ENABLE THE WHOLE PLANS AND IDEA BE PROFITABLE AND SUCCESSFUL DURING THE TIME OF EXECUTION. THE AMOUNT INVOLVED IS USD$10.500,000 (TEN MILLION FIVE HUNDRED THOUSAND U.S DOLLARS.) MEANWHILE THE WHOLE ARRANGEMENT AND DIRECTIVES NEEDED TO PUT CLAIM OVER THIS FUND AS THE NEXT OF KIN TO THE DECEASED, WILL BE FORWARD TO YOU UPON YOUR ACCEPTANCE. INFORMATION WILL BE RELAYED TO YOU AS SOON AS YOU INDICATE YOUR INTEREST AND WILLINGNESS TO ASSIST ME AND ALSO BENEFIT YOURSELF TO THIS GREAT BUSINESS OPPORTUNITY. YOU CAN SEE THE WEBSITE BELOW COVERING THE PLANE CRASH BY CNN & BBC NEWS. hxxp://www[.]cnn[.]com/2003/WORLD/africa/12/26/benin[.]crash hxxp://news[.]bbc[.]co[.]uk/2/hi/africa/3348109[.]stm I WILL NOT FAIL TO INFORM YOU THAT THIS TRANSACTION IS 100% RISK FREE. ON SMOOTH CONCLUSION OF THIS TRANSACTION, YOU WILL BE ENTITLED TO 40% OF THE TOTAL SUM WHILE 60% WILL BE FOR ME. YOU HAVE BEEN ADVISED TO KEEP TOP SECRET AS I AM STILL IN SERVICE AND INTEND TO RETIRE FROM SERVICE AFTER I CONCLUDE THIS DEAL WITH YOU. I WILL BE MONITORING THE WHOLE SITUATION HERE IN THE BANK UNTIL YOU CONFIRM THE MONEY IN YOUR ACCOUNT AND ASK ME TO COME DOWN TO YOUR COUNTRY FOR SUBSEQUENT SHARING OF THE FUND ACCORDING TO PERCENTAGES PREVIOUSLY INDICATED AND FURTHER INVESTMENT, EITHER IN YOUR COUNTRY OR ANY OTHER COUNTRY YOU MAY ADVICE ME TO INVEST IN. ALL OTHER NECESSARY INFORMATION WILL BE SENT TO YOU WHEN I HEAR FROM YOU. I SUGGEST YOU GET BACK TO ME AS SOON AS POSSIBLE STATING YOUR WISH IN THIS DEAL. PLEASE REPLY TO MY PRIVATE E-MAIL [EMAIL] BY INDICATING YOUR BANK ------------------------------------- ACCOUNT DETALS WHERE THE FUND WILL BE TRANSFERED TO. ALSO, SEND ME YOUR PRIVATE PHONE NUMBER FOR EASY COMMUNICATION. BEST REGARD, MR. ADAMA J.K KAMBORE. _________________________________________________________________ Don't just search. Find. Check out the new MSN Search! hxxp://search[.]msn[.]click-url[.]com/go/onm00200636ave/direct/01/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transaction,,verify_account,account_verification,TRUE,hxxp://www[.]cnn[.]com/2003/WORLD/africa/12/26/benin[.]crash|hxxp://news[.]bbc[.]co[.]uk/2/hi/africa/3348109[.]stm|hxxp://search[.]msn[.]click-url[.]com/go/onm00200636ave/direct/01/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.98209158,phishing,click_link,invoice_or_payment,"discover, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-ca6cc8f93e112a99,"Attention:Sir/Madam, Attention:Sir/Madam, Do accept my sincere apologies if my mail does not meet your personal Ethics. I introduce myself as Mr Greg Kenn a staff in the accounts management Section of a well-known bank here in the United Kingdom.One of our accounts with holding balance of Â£15,000,000 (Fifteen Million British Pounds) has been dormant and last operated in the past 3 years. >From my investigations and confirmations, the owner of this account is a Foreigner by name Gerald Stone died on the 4th of January 2002 on a plane crash in Birmingham here in UK.Since then nobody has done anything as regards the claiming of this money as he has no family Member who is aware of the existence of either the account nor the Funds. Information from the National Immigration also states that he was single on entry into the UK. I have confidentially discussed this issue with some of the bank officials and we have agreed to find a reliable foreign partner to deal with. We thus propose to do business with you,standing in as the next of kin of these funds from the deceased and funds released to you after due processes have been followed.This transaction is totally free of risk and troubles as the fund is Legitimate and does not originate from drug, money laundry,terrorism or any other Illegal act. On your interest, let me hear from you. Regards, Mr Greg Kenn _______________________________________________________________________________________ Aqueca o seu Inverno com o credito pronto a usar! Saber mais em hxxp://www[.]iol[.]pt/correio/rodape[.]php?dst=0701181",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transaction|balance,,unknown,unknown,TRUE,hxxp://www[.]iol[.]pt/correio/rodape[.]php?dst=0701181,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.9192615,phishing,unknown,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-91ae268cc6fbc4e5,"for ; Tue, 11 Jul 2006 12:31:[PHONE] Received: from web1.vais.net [[PHONE]] by imail.vais.net with ESMTP (SMTPD32-8.15) id A2B32DE1122C; Tue, 03 Jul 2007 19:02:[PHONE] Received: from web1 ([[PHONE]]) by web1.vais.net with Microsoft SMTPSVC([PHONE]); Tue, 03 Jul 2007 19:02:[PHONE] thread-index: AcalB6fszzHQUzspRL2312QfUJjhJA== Thread-Topic: Attention Men, Get a larger penls in few months From: ""Dion L.Childs"" To: [EMAIL] Subject: Wouldn't it be nice to make the women drool at the size of your c0ck. Let us help you. Date: Tue, 03 Jul 2007 19:02:[PHONE] Message-ID: MIME-Version: 1.0 Content-Type: text/plain; charset=""iso-8859-1"" Content-Transfer-Encoding: 7bit X-Mailer: Microsoft CDO for Windows 2000 Content-Class: urn:content-classes:message Importance: normal Priority: normal X-MimeOLE: Produced By Microsoft MimeOLE V6.[PHONE] X-OriginalArrivalTime: Tue, 03 Jul 2007 19:02:[PHONE] (UTC) FILETIME=[A72016D0:01C6A507] X-PM: PerfectMail Anti-Spam & Anti-Virus Scanner (www[.]ouupsoftware[.]com) X-ClamAV: Scanned X-PM-RogueFiles: No dangerous Microsoft attachments found - OK(0, 0) X-PM-Scan: Mail Accepted Megasize your unit with Megadlk. A huge advancement in mens health. Just some of the benefits include: *No more finishing too soon. *Three+ lnches in size gain. *Better overall feeling of self. *Full, thick hardons..no more semls *More virility, desire. Best of all your mate will love you for it. Get started today hxxp://vlwazxahf[.]ghqd[.]net We have given you the 0ption to 0pt 0ff hxxp://ghqd[.]net/d[.]php",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,transfer,,unknown,unknown,TRUE,www[.]ouupsoftware[.]com|hxxp://vlwazxahf[.]ghqd[.]net|hxxp://ghqd[.]net/d[.]php,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.850233319,phishing,call_number,payment_failed,,yes,url_like_pattern;,,,,,
cross_model_human-a4db9c0fa393b45b,"=?UTF-8?Q?Wir_haben_ungew=C3=B6hnliche_Aktivit=C3=A4ten_festgestellt!?= PayPal Wir haben ungewöhnliche Aktivitäten festgestellt! Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Zu Ihrer Sicherheit kann Ihr Konto einige Einschränkungen aufweisen, bis Sie Maßnahmen ergreifen. Wir werden Ihr Konto nach 1 Tag (24 Stunden) schließen und Sie werden dauerhaft von unserer Website gesperrt. Alles Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Klicken Sie zu Ihrer Sicherheit auf Mein Konto sichern, um Ihre Informationen zu bestätigen. Mein Konto sichern h1 {text-align:left} p {text-align:left} img.center { display: block; margin-left: auto; margin-right: auto; } PayPal Wir haben ungewöhnliche Aktivitäten festgestellt! Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Zu Ihrer Sicherheit kann Ihr Konto einige Einschränkungen aufweisen, bis Sie Maßnahmen ergreifen. Wir werden Ihr Konto nach 1 Tag (24 Stunden) schließen und Sie werden dauerhaft von unserer Website gesperrt. Alles Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Klicken Sie zu Ihrer Sicherheit auf Mein Konto sichern, um Ihre Informationen zu bestätigen. Mein Konto sichern",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,PayPal,PayPal,unknown,unknown,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.52111172,phishing,make_payment,unknown,paypal,no,brand_or_payment_mention;,,,,,
cross_model_human-10ef6da82c752d0c,"VERIFICATION OF YOUR PAYMENT, DR.DON MIGINIS THE DEPUTY GOVERNOR, INTERNATIONAL OPERATION DEPT. CENTRAL BANK OF NIGERIA (CBN) DEAR BENEFICIARY, VERIFICATION OF YOUR PAYMENT FILE. FROM THE RECORDS OF OUTSTANDING CONTRACTORS,YOUR FUNDS ARE DUE FOR IMMEDIATE PAYMENT WITH THE FEDERAL GOVERNMENT OF NIGERIA, YOUR NAME/PARTICULARS WAS DISCOVERED AS NEXT ON THE LIST OF THE OUTSTANDING PAYMENTS WHO HAVE NOT YET RECEIVED THEIR PAYMENTS. I WISH TO INFORM YOU THAT YOUR PAYMENT IS BEING PROCESSED AND WILL BE RELEASED TO YOU AS SOON AS YOU RESPOND TO THIS LETTER. ALSO NOTE THAT FROM THE RECORD IN OUR FILES YOUR OUTSTANDING PART PAYMENT IS US1,700,000.00 (ONE MILLION SEVEN HUNDRED THOUSAND UNITED STATES DOLLARS). KINDLY RE-CONFIRM TO ME THE FOLLOWINGS: 1) YOUR FULL NAME. 2) PHONE, FAX AND MOBILE #. 3) COMPANY NAME, POSITION AND ADDRESS. 4) PROFESSION, AGE AND MARITAL STATUS. AS SOON AS THIS INFORMATION IS RECEIVED, YOUR PAYMENT WILL BE MADE TO YOU IN A CERTIFIED BANK DRAFT OR WIRED TO YOUR NOMINATED BANK ACCOUNT DIRECTLY FROM CENTRAL BANK OF NIGERIA. YOU CAN MAIL ME ON MY DIRECT MAIL ADDRESS AS SOON AS YOU RECEIVE THIS MEMO FOR FURTHER DISCUSSION. REGARDS, DON MIGINIS DGCBN",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|payment,,call_phone,contact_request,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.929370984,phishing,verify_account,generic_bank_alert,"discover, bank",no,brand_or_payment_mention;,,,,,
cross_model_human-02e6a430c3c7769d,"Job Offer Dear Friend, How are you doing? I would be very interested in offering you a part-time paying job in which you could earn a lot. My name is Kenneth Scott and I am 42 years of age. I just resigned my job as a research scientist at Asia Agricultural research Institute in Malaysia and I now work as a freelance consultant for the institute which gives me very much time to do my own work which is basically being a freelance researcher who could be employed by research institutes to do research projects anywhere in the world. Currently, I have just been granted a funding to head a research project in the tropical regions of Asia regarding rare and vulnerable plant species and this would be commencing very soon. This research program will be funded and sponsored by some of my counterparts in your country. But the only set back is that my associates want to make payments for the research in form of bank transfer or Check only. WHAT I NEED YOU FOR? At this point, I will be glad if you could work with me as my representative in your country. You will be working as my payment assistant in charge of collecting the Funds from my Associates. Since they will be making the payment form of bank transfers/Check to you in your country, you will be collecting this payments and cashing them on my behalf. On agreement to been my representative, you will receive a commission of 10% of whatever amount of payment you receive from my associates. JOB DESCRIPTION? 1. Receive payments from My Clients/Associates through bank transfers or check. 2. Cash the Payments at your Bank. 3. Deduct 10% which will be your commission/percentage on Payment processed. 4. You are to remit the balance via Money Gram or Western ADVANTAGES? You don't have to go out of your present daily activity in order to engage in this Job(i.e. you can do this Work easily without leaving or affecting your present Job).You will work as an independent contractor right from your home /office. Your job is absolutely legal. You do not need any capital to start (non of your personal funds is needed). To indicate your interest in this pending project, i will like you to provide all this information before we can commence on this pending projects. NAME ADDRESS STATE CITY ZIP CODE PHONE NUMBER: AGE GENDER OCCUPATION ALL REPLIES TO BE SENT TO : [EMAIL] Regards, Dr. Kenneth Scott",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|payment|transfer|balance|code,,call_phone,contact_request,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.866630521,phishing,call_number,invoice_or_payment,bank,no,brand_or_payment_mention;,,,,,
cross_model_human-41e13826c978b177,"BUSINESS PROPOSAL(PLEASE READ MY MAIL) Dear friend, I hope this meets you in good health. My name is Antonio Rodrigo a legal practitioner and Attorney to late Mr. Harley Grahams who died in the Madrid bomb Blast of March 11th, 2004 . My late client was an influential wealthy businessman, a British Contractor and a big time Oil dealer and the Principal owner of Oil Alliance Company and he left behind a substantial amount of millions of money with a Security and Finance company here in Madrid Spain . The total Amount in question is ( US$10,[PHONE]) Ten Million U.S. dollars only. However, I would like both of us to work together and pull this fund out from the security company where it is presently being held in trust for the deceased. Please, provide me with your direct confidential contact details in your reply to this email should you be interested in cooperating with me. I assure you of my utmost confidentiality and transparency in this transaction as you will be adequately rewarded. Please, kindly oblige me your confidential phone number in your reply to this email so that I can call first to speak with you as there are a lot of information that I can not divulge over the internet for security reasons. I will give you more details as soon as I received your reply urgently. Kindly send your swift reply with your direct phone number to my confidential email address below. Email; [EMAIL] [mailto:[EMAIL]] Yours truly, Antonio Rodrigo Madrid-Spain. Email; [EMAIL] [mailto:[EMAIL]] Der WEB.DE SmartSurfer hilft bis zu 70% Ihrer Onlinekosten zu sparen! *hxxp://smartsurfer[.]web[.]de/?mc=100071&distributionid=[PHONE]* [hxxp://smartsurfer[.]web[.]de/?mc=100071&distributionid=[PHONE]]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,transaction|security,,call_phone,contact_request,TRUE,hxxp://smartsurfer[.]web[.]de/?mc=100071&distributionid=[PHONE]*|hxxp://smartsurfer[.]web[.]de/?mc=100071&distributionid=[PHONE],upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.970024783,phishing,call_number,security_update,,yes,url_like_pattern;,,,,,
cross_model_human-5b0cdeed30174fce,"From:Mr.Kenneth Mashaba Email:[EMAIL] Tel:[PHONE] Fax:[PHONE] Attn:Sir/Madam, I feel quite safe dealing with you in this important business. I choose to reach you through this medium because it still remains the fastest medium of communication. However, this correspondence is unofficial and private, and it should be treated as such. At first I will like to assure you that this transaction is 100% risk and trouble free to both parties. My name is Mr.Kenneth Mashaba , the chief Financial officer of one of the commercial bank in Johannesburg South Africa. There is an account that has not been operational for the past Fifteen years as the owner died leaving nobody as the next of kin. My bank shall confiscate the amount in the account US$12Million (Twelve Million United States Dollars) by the end of next month if we are not able to track anyone that knows the beneficiary. I want to present you as the next of kin to the former holder of the account to enable our bank legitimately transfer the sum to your overseas account. If you are interested please get back to me together with your personal details through my private email above and I will furnish you with the details that you need to know and the procedure about this transaction.Please get back to me immediately on this so that we act fast and get the money transferred into your overseas account without any delay. Finaly, if you know that you are not willing and capable to handle this transaction please do not reply, but if you know that you are willing and capable to handle this transaction go ahead and send me your personal information to enable us proceed. I await your urgent Response. Sincerely, Mr.Kenneth Mashaba",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transaction|transfer,,transfer_money,financial_transfer,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.925724533,phishing,call_number,payment_failed,bank,no,brand_or_payment_mention;,,,,,
cross_model_human-f9695403cae3255e,"unaware from Togo ATTENTION:PLEASE, I am sorry at the perceived confussion you may have by receieving this letter from me since we have not previously met.To be precise I AM Chief Security Officer to Mr,GNASSINGBE EYADEMA, the formerTOGOLAISE president of TOGOLAISE and also the former ECOWAS' Chaiman, I am a citizen of Togolaise and my name is Mr. Jones.Kajeta, I was in charge of ammunition in our country. There was money maped out by the Togolaise President of Mr Eyadma Gnassingb to buy ammunition Enquipments unfortunately and very surpirsed that after few days the presidnet death and the money was not used again. This money is in my possesion right now. The sum of $14.300) fourten million three thousand usa dollars) which was meant for purchase of ammunition but was not used for that purpose as a result of unpredictable death of Mr, GNASSINGBE EYADEMA during his government in our country Togo. I am explaining the source of this money to you so that you will understand the source of the $ 14.300) Million which I deem that it will be good for me and you to invest this money in your country on profitable business in your country. That is why I am soliciting for a reliable and trustworthy foreigner like you to help me accomodate this money in your account. This money was deposited in a security company in ABIDJAN capital city of COTE D' IVOIRE by my instruction through diplomatic means. The document that is backing the deposit of US$ 26.700) million are currently with me as the chief security officer to Mr Eyadma Gnassingb At this junction I can not disclose the security's company 's name to you until you accept my proposal for security reasons. (1) What I need from you is to help me claim this money (usa 14.300) MILLION) from the security company as my foreign partner. (2)You are entittled to 20% of the 14.300 )Milllion as your share for your assistance. (3) 5% will be map out for miscelleneous expenses during the transaction. (4)And 75%will be for me Mr.Jones.KajetaI have all necessary legal documents from the security company where I lodged this money to back-up your claim for this money. All I require is your Honesty and cooperation to enable this deal succeed. I guarantee that this will be executed under a legitimate Arrangement that will protect you from any breach of the Law. Please get in touch with my email [EMAIL] and send to me your Telephone and fax numbers to enable us further this Transaction. Iam sending with this message an attachment documents of the money before the deposition with the security company. Your's Truely, Mr. Jones Kajeta. N.B:LOME, capital of TOGOLAISE. --------------------------------- Find your next car at Yahoo! Canada Autos",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|transaction|deposit|security,,unknown,unknown,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.954850152,phishing,call_number,security_update,"chase, citi",no,brand_or_payment_mention;,,,,,
