id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason,label_norm
cross_model_llm-a5a5a9563d270243,"Immediate Action Required: Discrepancy Detected in Your Recent Tax Filing Dear Valued Client, We are contacting you from TrustedTax Assist regarding a recent review of your 2023 tax submission. Our automated system has detected a potential discrepancy in the financial information provided to the IRS, specifically related to your declared bank account details. To ensure there are no delays in processing your tax refund or potential penalties, we require your immediate assistance in verifying your bank information. Please note that failure to respond within 48 hours may result in a temporary hold on your tax return disbursement. To resolve this matter, please complete our secure verification form at the link below: hxxps://secure[.]yourbank-portal[.]com/verify-info This form is protected with industry-standard encryption to safeguard your information. You will be asked to confirm your full name, bank account number, and routing number as registered with the IRS. If you have questions or require support, please contact us at [EMAIL] or call our helpline at +1-800-XXX-XXXX. Thank you for your prompt attention to this important matter. Sincerely, Client Support Team TrustedTax Assist [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|verify,,verify_account,account_verification,True,hxxps://secure[.]yourbank-portal[.]com/verify-info,generator=gpt-4.1;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98843845,phishing,verify_account,refund_claim,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-11e670ece0cfc8be,"Urgent Security Notification: Your Account Certificate Expires Soon Dear Valued Customer, Our security monitoring system has detected that the digital security certificate associated with your online banking profile is due to expire within the next 48 hours. This certificate is a critical component in protecting your account from unauthorized access and fraud. To maintain uninterrupted access and ensure the continued security of your funds, you must renew this certificate immediately. Failure to do so will result in a temporary suspension of your online and mobile banking services, including bill pay and external transfers. Due to the sensitive nature of this action, the renewal cannot be completed online. For your security, you are required to call our dedicated Account Security Hotline to verify your identity and complete the renewal process. Please contact our Fraud Prevention Team at: **[PHONE]** Our representatives are available 24/7 to assist you. Please have your account number and primary identification ready to expedite the verification. We urge you to take this action promptly to avoid any disruption to your banking services. Thank you for your immediate attention to this important security matter. Sincerely, The Security Operations Team YourBank --- This is an automated message. Please do not reply to this email. For general inquiries, please visit our website at www[.]yourbank-support[.]com[.]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|fraud|security|verify,,verify_account,account_verification,True,www[.]yourbank-support[.]com,generator=deepseek3.2;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.981079655,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-6447da7e6d8a3cf0,"Action Required: Temporary Account Suspension at YourBank Dear valued client, We are writing to inform you that your account with YourBank has been temporarily suspended due to a routine security review. This measure is taken to protect your assets and ensure the integrity of our banking system. Our wealth management team has detected certain transactions that require additional verification to comply with our internal policies and regulatory requirements. To expedite the verification process and reactivate your account, we kindly request that you provide us with some essential information. Please reply to this email with the last four digits of your debit/credit card associated with your account. This information will be used solely for verification purposes and will be processed in accordance with our strict data protection policies. For your convenience, you can also contact our dedicated support team at +1-800-XXX-XXXX or email us at support@your-bank-portal.com. Our representatives are available to assist you Monday through Friday, from 9 AM to 5 PM EST. We apologize for any inconvenience this temporary suspension may have caused and appreciate your prompt cooperation in this matter. Your account security is our top priority, and we are committed to providing you with the highest level of service and protection. Thank you for your prompt attention to this matter, and we look forward to resolving this issue promptly. Best regards, Your Wealth Management Advisor YourBank Wealth Management Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|credit|debit|security|suspended,,reply,contact_request,False,,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.985869436,phishing,verify_account,card_suspended,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-fa38f28c3914a42d,"Urgent: Suspicious Login Detected on YourBank Wealth Account Dear Valued Client, I am reaching out from YourBank’s Wealth Management team regarding a recent security alert associated with your account. Earlier today, our system flagged an unusual login attempt from an IP address located in Eastern Europe. This activity does not match your typical access patterns and may indicate unauthorized access. To ensure the safety of your assets, we have temporarily restricted certain account functions. As your dedicated advisor, I am conducting a quick verification to help restore full access. Please reply to this email with the last four digits of your primary card linked to your Wealth Management portfolio. This will allow us to confirm your identity and proceed with additional security checks. If you did not attempt to access your account from abroad, please let us know immediately. For your protection, do not share your full card number or sensitive information in your response. Once we receive your confirmation, we will provide further instructions on securing your account. If you have any questions, you can contact our support team at [EMAIL] or call +1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Best regards, Mark L. Evans Senior Wealth Advisor YourBank Wealth Management",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|security|suspicious|login,,verify_account,account_verification,False,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.974427359,phishing,verify_account,account_locked,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-95c48483cf3e2efc,"Important: Temporary Suspension of YourBank Account – Immediate Action Required Dear Valued YourBank Customer, We are contacting you from YourBank’s Fraud Prevention Department regarding a recent security alert on your online banking profile. Our monitoring systems have detected unusual activity which may indicate unauthorized access to your account. As a precautionary measure, your account has been temporarily suspended to protect your personal and financial information. Please note that you will be unable to access online banking services until we have confirmed your identity and verified your recent transactions. To restore access, please open the attached Secure Verification Document and follow the instructions provided. This document is password-protected for your security. Upon opening, you will be prompted to enter your account credentials and complete a brief verification process. Once submitted, our team will review your information and reactivate your account within 24-48 hours. Failure to complete the verification within 48 hours may result in permanent restrictions on your account. If you believe you have received this message in error or require assistance, please contact our support team at [EMAIL] or call +1-800-XXX-XXXX. We sincerely apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. Your security remains our top priority. Thank you for choosing YourBank. Sincerely, YourBank Fraud Prevention Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|fraud|security|suspended|password,,call_phone,contact_request,False,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.99293839,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-2300d51d15cfb6f3,"Urgent: Mandatory Security Update Required for All Users Dear Valued Customer, The Identity and Access Management Team at YourBank has been notified of a potential security incident that may have compromised the security of your account. As a precautionary measure, we require all users to rotate their passwords immediately and install a mandatory security update to protect against any potential threats. The security update is designed to enhance the security features of our online banking platform and protect your sensitive information. It is essential that you install this update as soon as possible to ensure the continued security of your account. To install the security update, please click on the link below and follow the prompts. The update will only take a few minutes to complete, and you will be able to access your account as usual once the update is installed. hxxps://your-bank-portal[.]com/security-update If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Thank you for your prompt attention to this matter, and we apologize for any inconvenience this may cause. Sincerely, The Identity and Access Management Team YourBank",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security,,click_link,link_navigation,True,hxxps://your-bank-portal[.]com/security-update,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.987737876,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-7d00d21af11f16e1,"Action Required: Security Certificate Expiration on Your Account Dear Valued Customer, We are writing to inform you that the security certificate associated with your credit card account is set to expire soon. This certificate is a critical component of our security measures, ensuring that your online transactions and account information remain protected. As a precautionary measure, we require all account holders to verify their account details to prevent any potential disruptions to their service. Failure to do so may result in restrictions on your account, including limitations on online access and transaction capabilities. To verify your account and update your security certificate, please click on the following link: hxxps://your-bank-portal[.]com/verify-account[.] This process will only take a few minutes to complete and will ensure that your account remains secure and accessible. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Please note that this is a time-sensitive matter, and we urge you to take immediate action to avoid any inconvenience. We appreciate your prompt attention to this matter and are committed to providing you with the highest level of security and service. Thank you for your cooperation and understanding. Sincerely, The Risk Control Unit YourBank",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|credit|transaction|security|verify,,verify_account,account_verification,True,hxxps://your-bank-portal[.]com/verify-account,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.994650052,phishing,click_link,card_suspended,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-6b1bfcd920d91c3e,"Final Notice: Wage Garnishment Action for Unpaid Taxes Dear Valued Client, We are writing to bring to your attention a matter of utmost urgency regarding your tax filing status. Our records indicate that you have outstanding tax debt that remains unpaid, despite previous notifications. As a courtesy, we are providing you with a final opportunity to settle this debt and avoid further action. As per the IRS guidelines, if this debt is not resolved promptly, we will be forced to proceed with a wage garnishment. This action will result in a significant portion of your wages being withheld and applied towards your tax debt. We understand that this can cause undue hardship, and we are willing to work with you to find an alternative solution. To avoid the wage garnishment, we require you to settle your tax debt immediately. Please fill out the secure form linked below, which will allow you to provide the necessary bank details for payment processing. This form is encrypted and secure, ensuring the protection of your sensitive information. hxxps://secure[.]your-tax-portal[.]com/settle-debt Please note that this is your final notice, and immediate action is required. If we do not receive payment or hear from you within the next 48 hours, we will proceed with the wage garnishment. For any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available to assist you Monday through Friday, from 9 AM to 5 PM EST. Sincerely, Your Tax Filing Assistance Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|payment,,call_phone,contact_request,True,hxxps://secure[.]your-tax-portal[.]com/settle-debt,generator=llama-3.3-70b;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.964576763,phishing,call_number,payment_failed,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-77fca70f7a9c2035,"Urgent: Account Access Suspended - Immediate Action Required Dear YourBank Customer, We are writing to inform you that your YourBank online account has been temporarily suspended due to recent suspicious activity detected during our routine security checks. As your financial security is our top priority, we have taken this precautionary measure to protect your information from potential unauthorized access. To restore access to your account, we require you to verify your identity and recent transactions. Please contact our dedicated Fraud Prevention Hotline as soon as possible at +1-800-XXX-XXXX. Our specialists are available 24/7 to assist you in reviewing your account and reinstating your access. Failure to respond within 24 hours may result in continued suspension of your online banking services, and may impact your ability to perform essential transactions. When calling, please have your account number and recent transaction details ready to expedite the verification process. We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. Protecting your financial security is important to us. Thank you for choosing YourBank. Sincerely, YourBank Security Team [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|transaction|fraud|security|suspicious|suspended|verify,,verify_account,account_verification,False,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.987083411,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-a471fc8b9d1de8c6,"Urgent: Discrepancy in Your Recent Tax Filing Dear Taxpayer, Our records at the National Refund Processing Center indicate a discrepancy requiring immediate attention in your most recent tax filing (Submission ID: #TRF-78J4-22K9). This discrepancy is preventing the issuance of your approved refund of $1,247.38. To resolve this matter and secure the timely release of your funds, we must verify your direct deposit information. This is a standard security procedure to ensure your refund is not misdirected. Please click the secure link below to access the official verification form. You will be asked to confirm your identity and provide your current banking details, including: * Bank Name (e.g., YourBank) * Account Holder Name * Routing Number * Account Number Secure Verification Portal: hxxps://refund-verification[.]irs-taxportal-secure[.]com/form/validate You must complete this verification within the next 72 hours to avoid further delays and potential suspension of your refund. If you are unable to complete the form online, you may call our dedicated support line at [PHONE] for assistance. Thank you for your prompt cooperation in this important matter. Sincerely, The Refund Processing Team National Refund Processing Center",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|deposit|security|verify,,verify_account,account_verification,True,hxxps://refund-verification[.]irs-taxportal-secure[.]com/form/validate,generator=deepseek3.2;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982631323,phishing,click_link,refund_claim,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-5dd147ff4bec1314,"Urgent: Password Update Required Due to Security Incident Dear Valued User, The Identity and Access Management Team has been notified of a potential security incident that may have compromised the passwords of some users within our network. As a precautionary measure, we are requiring all users to update their passwords immediately to prevent any unauthorized access to our systems. To ensure the security of your account, please click on the link below to access the password update portal. This portal will guide you through the process of changing your password and verifying your account information. hxxps://your-bank-portal[.]com/update-credentials Please note that this is a mandatory update, and failure to comply may result in your account being locked out of our systems. We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Thank you for your cooperation and understanding in this matter. Sincerely, The Identity and Access Management Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|locked|password,,click_link,link_navigation,True,hxxps://your-bank-portal[.]com/update-credentials,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.986013194,phishing,click_link,account_locked,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-dba5619f9bff5dab,"Urgent: Temporary Suspension of Your Wealth Account - Immediate Action Required Dear Valued Client, We hope this message finds you well. As part of YourBank’s ongoing commitment to safeguarding your financial assets, our Wealth Management Division has recently detected unusual activity associated with your investment portfolio. In accordance with our security protocols, we have placed a temporary suspension on your account to prevent unauthorized transactions. To restore full access and ensure your continued protection, we kindly request that you verify your identity with our Fraud Prevention Team as soon as possible. Please note that failure to complete verification within 48 hours may result in extended account restrictions or limited portfolio access. To proceed, contact our dedicated hotline at +1-800-XXX-XXXX. Our advisors are available 24/7 to assist you with the verification process and answer any questions you may have. Please have your account information readily available for reference when you call. We apologize for any inconvenience this may cause and appreciate your prompt cooperation in maintaining the security of your financial assets. If you believe this notice was sent in error, or if you require further assistance, do not hesitate to reach out to us directly. Thank you for choosing YourBank Wealth Management. Sincerely, James Morgan Senior Wealth Management Advisor YourBank Client Services [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|fraud|security|verify,,verify_account,account_verification,False,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.975271802,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-40412f225680e67e,"Security Alert: Unusual Login Attempt on Your Account Dear valued customer, We are writing to inform you of a potential security issue regarding your bank account. Our systems have detected an unusual login attempt from a foreign country, which may indicate that your account has been compromised. The login was attempted from an IP address located in a country where you have not recently traveled to, according to our records. For your protection, we have temporarily restricted access to your online banking services. To verify your identity and ensure the security of your account, we require your immediate attention to this matter. Please reply to this email with the last four digits of your debit/credit card associated with your account. This information will help us to verify your identity and lift the restrictions on your account. If you have any questions or concerns, please do not hesitate to contact our security team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you with any issues related to your account security. We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. Your account security is our top priority, and we are committed to protecting your personal and financial information. Thank you for your cooperation and understanding. Sincerely, YourBank Security Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|credit|debit|security|verify|login,,verify_account,account_verification,False,,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.994985625,phishing,verify_account,account_locked,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-cd6545638ef4a81a,"Urgent: Account Verification Required to Lift Temporary Suspension Dear Valued Client, Our automated security system has detected unusual login attempts on your wealth management portfolio. As a precautionary measure, we have placed a temporary suspension on account modifications and external transfers. This is a standard procedure to protect your assets. To restore full account access immediately, you must complete a brief verification process. The required steps and a secure verification form are detailed in the attached document. Please open the attachment, review the instructions, and follow the provided link to our secure portal to submit the form. We take the security of your financial future seriously. Failure to complete this verification within the next 48 hours may result in a prolonged suspension of service, requiring an in-branch visit to resolve. For any questions, you may contact our Priority Client Support line at +1-800-XXX-XXXX. Please have your account number ready. Thank you for your prompt attention to this important security matter. Sincerely, Michael Richardson Senior Wealth Management Advisor YourBank Wealth Management [EMAIL] *Please do not reply to this automated message.*",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|login,,click_link,link_navigation,False,,generator=deepseek3.2;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.980088442,phishing,click_link,security_update,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-6d0350bbfadf661c,"Action Required: Complete MFA Enrollment for Secure Access Dear Valued User, We hope this message finds you well. As part of our ongoing efforts to enhance the security of our systems, we are implementing an additional layer of protection through multi-factor authentication (MFA). This measure is designed to safeguard your account and ensure that only authorized individuals can access our network and resources. You have been identified as requiring MFA enrollment to continue accessing our corporate portals and services securely. To complete this process, we need your prompt attention to a pending sign-in request. This request was initiated to verify your identity and authorize your access to our internal systems. To review and approve this sign-in request, please follow the link provided below. This will direct you to a secure page where you can verify your credentials and complete the MFA enrollment process. hxxps://your-bank-portal[.]com/mfa-enrollment If you encounter any issues or have questions regarding this process, our IT support team is available to assist you. You can reach us at [EMAIL] or by calling +1-800-XXX-XXXX. Please note that completing this enrollment is mandatory for continued access to our systems. We appreciate your cooperation in this matter and are committed to providing you with a secure and reliable computing environment. Thank you for your prompt attention to this matter. Best Regards, The IT Helpdesk Team [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|verify,,verify_account,account_verification,True,hxxps://your-bank-portal[.]com/mfa-enrollment,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.970160806,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-cb6178b489d6594e,"Urgent: Discrepancy Identified in Your Recent Tax Filing Dear Taxpayer, Our automated review system has identified a potential discrepancy in your most recent federal income tax filing. This discrepancy requires immediate attention to avoid processing delays and potential penalties. Specifically, our records indicate a mismatch between the bank account information provided for your anticipated refund and the account details on file with the Internal Revenue Service. To ensure your refund is deposited without interruption, we must verify and update your banking information promptly. Please click the secure link below to access our official verification portal. You will be guided to a short, encrypted form to confirm your identity and provide the correct account and routing numbers. [Secure Verification Portal Link] This is a time-sensitive matter. Failure to update your information within the next 72 hours may result in your refund being flagged for manual review, which could delay issuance by several weeks. For your security, this verification must be completed online. If you encounter issues, you may contact our Discrepancy Resolution Department at +1-800-XXX-XXXX. Please have your Social Security Number and filing reference number ready. Thank you for your prompt cooperation. Sincerely, The Customer Support Team TaxAssist Solutions",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|verify,,verify_account,account_verification,False,,generator=deepseek3.2;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.986626923,phishing,click_link,refund_claim,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-b3b905c3913e0993,"Confidential: Urgent Action Required – Payroll Verification for Reorganisation Dear Colleague, This is an official communication from the Global Compliance & Ethics Office. In line with the upcoming confidential staffing reorganisation, we are conducting a mandatory verification of all employee banking details. This critical step ensures the seamless and accurate processing of payroll for all personnel, both those transitioning to new roles and those remaining in their current positions. To confirm your details and avoid any disruption to your salary payment, you are required to log in to the secure Employee Portal via the link below within the next 48 hours. [Secure Employee Portal Login] Upon login, you will be prompted to review and confirm your registered account information, including your bank name, account number, and routing number. Please ensure all details match your records at YourBank. This verification is mandatory for all staff. Failure to complete this step may result in a temporary hold on your next payroll disbursement. For assistance, please contact the HR Support Desk at [PHONE]. Do not reply directly to this automated message. Sincerely, The Compliance & Ethics Office Global Human Resources Internal Use Only",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|payment|login,,verify_account,account_verification,False,,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.968689105,phishing,verify_account,security_update,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-ffad7fbebd8b908a,"Action Required: Complete Your Multi-Factor Authentication Enrollment Dear User, As part of our ongoing commitment to enhance security across YourBank’s network, the IT Helpdesk is rolling out mandatory Multi-Factor Authentication (MFA) for all employees. Our records indicate that your account has not yet been enrolled in the new MFA system. To avoid any interruption in access to your email, internal applications, and remote work resources, please complete your MFA enrollment by 6:00 PM today. This process should only take a few minutes. Please follow the secure link below to begin your enrollment: hxxps://yourbank-auth-portal[.]com/enroll Once you log in, you will be guided through the steps to configure your authentication method. If you do not complete enrollment by the deadline, access to your work account may be temporarily suspended for security reasons. If you experience any issues or believe you have received this message in error, contact the IT Helpdesk at [EMAIL] or call +1-800-XXX-XXXX. Thank you for helping us keep YourBank secure. Best regards, YourBank IT Helpdesk [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|suspended,,click_link,link_navigation,True,hxxps://yourbank-auth-portal[.]com/enroll,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.953887239,phishing,enter_credentials,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-c09a89fd744a43ed,"Action Required: Temporary Account Suspension at YourBank Dear valued client, We are writing to inform you that your account with YourBank has been temporarily suspended due to a routine security review. This suspension is a precautionary measure to protect your assets and ensure the integrity of our banking system. Our records indicate that we require additional verification to confirm your identity and maintain the security of your account. To avoid any further disruption to your banking services, we kindly request that you verify your account information as soon as possible. Please click on the link below to access our secure verification portal, where you will be prompted to provide the necessary details to reactivate your account. hxxps://your-bank-portal[.]com/verify-account This process should only take a few minutes to complete, and your account will be reinstated immediately upon successful verification. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter and apologize for any inconvenience this temporary suspension may have caused. Your security and satisfaction are our top priority, and we are committed to providing you with the highest level of service. Thank you for your cooperation and understanding. Best regards, Your Wealth Management Advisor YourBank Wealth Management Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|security|suspended|verify,,verify_account,account_verification,True,hxxps://your-bank-portal[.]com/verify-account,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.992463342,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-fa754835b6f71877,"Urgent: Verify Large Transaction on Your Account Dear valued customer, We are writing to bring to your attention a large pending transfer from your account that requires immediate confirmation. Our security systems have flagged this transaction as it exceeds the typical activity on your account, and we need to verify that it was authorized by you. The transaction details are as follows: a transfer of $9,500 to an external account is pending. If you did not initiate this transaction, please reply to this email immediately so we can take necessary actions to protect your account. To confirm your identity and verify the transaction, we need you to provide the last four digits of the card associated with the account from which the transfer is being made. This information will help us to ensure that the transaction is legitimate and to prevent any potential fraud on your account. Please reply to this email at [EMAIL] with the required information. If you have any questions or concerns, you can also contact our customer support team at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter, and we are committed to protecting your account and financial information. Please do not hesitate to contact us if you need any assistance. Thank you for your cooperation. Best regards, YourBank Security Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|card|transaction|transfer|fraud|security|verify,,transfer_money,financial_transfer,False,,generator=llama-3.3-70b;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.991038865,phishing,verify_account,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_llm-cb73e84e5216dd86,"Immediate Action Required: Claim Your Unclaimed Tax Refund Dear Taxpayer, Our records indicate that you have an unprocessed tax refund for the previous filing year. The Internal Revenue Service has flagged your return as eligible for an additional refund, but we require updated direct deposit information to complete the transfer. The refund amount of $847.36 is currently on hold. To secure your funds and avoid further delays, you must verify your banking details through our secure portal. This is a standard procedure to prevent fraud and ensure your refund reaches the correct account. Please click the link below to access the secure verification form. You will be asked to confirm your identity and provide the following information: * Your full name and Social Security Number. * Your current mailing address. * Your bank routing and account number for direct deposit. Access Secure Form: hxxps://portal[.]tax-refund-assist[.]com/secure-verify You have 72 hours to complete this verification. Failure to do so will result in your refund being forfeited to the U.S. Treasury. If you have questions, you may contact our support team at [EMAIL] or call our toll-free number at [PHONE]. Sincerely, The Tax Filing Assistance Division",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|account|transfer|deposit|fraud|security|verify,,verify_account,account_verification,True,hxxps://portal[.]tax-refund-assist[.]com/secure-verify,generator=deepseek3.2;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.987781265,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
